datetime,NO2_BRINGELLY,NO2_CAMDEN,NO2_CAMPBELLTOWN_WEST,NO2_LIVERPOOL,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN WEST,OZONE_LIVERPOOL,OZONE_CAMPBELLTOWN,OZONE_ABERDEEN,OZONE_BULGA,OZONE_CAMBERWELL,OZONE_JERRYS PLAINS,OZONE_MAISON DIEU,OZONE_MERRIWA,OZONE_MOUNT THORLEY,OZONE_MUSWELLBROOK,OZONE_MUSWELLBROOK NW,OZONE_SINGLETON,OZONE_SINGLETON NW,OZONE_SINGLETON SOUTH,OZONE_WARKWORTH,OZONE_WYBONG,OZONE_BERESFIELD,OZONE_CARRINGTON,OZONE_MAYFIELD,OZONE_NEWCASTLE,OZONE_STOCKTON,OZONE_WALLSEND,OZONE_MORISSET,OZONE_WYONG,OZONE_ALBION PARK,OZONE_ALBION PARK RAIL,OZONE_ALBION PARK SOUTH,OZONE_KEMBLA GRANGE,OZONE_WARRAWONG,OZONE_WOLLONGONG,OZONE_BRADFIELD HIGHWAY,OZONE_ALBURY,OZONE_ARMIDALE,OZONE_BATHURST,OZONE_COFFS HARBOUR,OZONE_GOULBURN,OZONE_GUNNEDAH,OZONE_NARRABRI,OZONE_ORANGE,OZONE_PORT MACQUARIE,OZONE_TAMWORTH,OZONE_WAGGA WAGGA,OZONE_WAGGA WAGGA NORTH,OZONE_BARGO,OZONE_BLACKTOWN ,OZONE_CHULLORA,OZONE_COOK AND PHILLIP,OZONE_EARLWOOD,OZONE_LIDCOMBE,OZONE_LIDCOMBE (FORMER),OZONE_LINDFIELD,OZONE_LIVERPOOL,OZONE_MACARTHUR,OZONE_MACQUARIE PARK,OZONE_OAKDALE,OZONE_PARRAMATTA NORTH ,OZONE_PENRITH,OZONE_PROSPECT,OZONE_RANDWICK,OZONE_RICHMOND,OZONE_ROUSE HILL,OZONE_ROZELLE,OZONE_ST MARYS,OZONE_SYDNEY,OZONE_VINEYARD,OZONE_WOOLOOWARE,OZONE_ARMIDALE,OZONE_BOURKE,OZONE_BROKEN HILL,OZONE_BURONGA,OZONE_COBAR,OZONE_CONDOBOLIN,OZONE_COOMA,OZONE_COOMBAH,OZONE_COWRA,OZONE_DENILIQUIN,OZONE_DUBBO,OZONE_EUSTON,OZONE_GRAFTON,OZONE_GRIFFITH,OZONE_GUNNEDAH,OZONE_GUNNEDAH SOUTH EAST,OZONE_HAY,OZONE_HILLSTON,OZONE_IVANHOE,OZONE_JUNEE,OZONE_KYALITE,OZONE_LAKE VICTORIA,OZONE_LAMEROO,OZONE_LISMORE,OZONE_LODDON PLAINS,OZONE_MERIMBULA,OZONE_MOOLAWATANA,OZONE_MOREE,OZONE_NARRANDERA,OZONE_PARKES,OZONE_POONCARIE,OZONE_RAND,OZONE_TEMORA,OZONE_TIBOOBURRA,OZONE_WAGGA WAGGA NORTH,OZONE_WALGETT,OZONE_WALPEUP,OZONE_WERRIMULL,OZONE_WEST WYALONG,OZONE_WHITE CLIFFS,OZONE_WYCHEPROOF,OZONE_CAMMERAY,OZONE_CATARACT RFS,OZONE_KATOOMBA,OZONE_KURRAJONG HEIGHTS,OZONE_LIVERPOOL SWAQS,OZONE_PORT KEMBLA,OZONE_PORT KEMBLA STEELWORKS,OZONE_WENTWORTH FALLS,OZONE_KURRI KURRI,OZONE_BOWRAL,OZONE_BATEMANS BAY,OZONE_COFFS HARBOUR,OZONE_COFFS HARBOUR,OZONE_COOMA,OZONE_GRAFTON,OZONE_LISMORE,OZONE_MERIMBULA,OZONE_PORT MACQUARIE,OZONE_TAREE,OZONE_ULLADULLA,PM25_CAMDEN,PM25_LIVERPOOL,PM25_BRINGELLY,WDR_BRINGELLY,WDR_CAMDEN,WDR_CAMPBELLTOWN_WEST,WDR_LIVERPOOL,WSP_BRINGELLY,WSP_CAMDEN,WSP_CAMPBELLTOWN_WEST,WSP_LIVERPOOL,hour,season_number,forecast_hours
2019-01-01 9:00:00+10:00,0.9952,0.829332,1.063939,1.221673,4.5623,4.9225,4.6448,3.697,1.2535,1.2535,3.5355,0.7625,0.7315,0,0.3245,0.394,1.8564,1.6302,0.0739,0.0099,1.5676,1.6239,0.3196,0.5494,0,0.2955,2.7893,3.7857,0,0.8737,0.7511,0.5755,0.1146,0.6717,4.8707,3.6368,0.6396,2.2602,4.0197,5.5792,0.9692,1.5898,2.2722,2.4225,0.6192,1.3345,1.7187,1.961,4.7162,0.1206,4.371,0.8103,4.0428,1.2316,0.8971,2.1945,0.9638,0,1.1996,3.0737,1.2842,0,1.2968,0.7179,0.2874,4.6597,0.1473,1.7979,1.5502,3.7451,1.6133,2.3907,0.1528,0.8816,4.1502,5.238,1.3615,0.7423,0.7822,0.7308,3.4504,0.5652,0.2184,1.5838,2.1444,0.7151,1.3922,3.8658,1.3793,0.2765,1.5487,0.2346,1.2859,0,1.8958,1.1302,2.4595,0,1.484,0.4913,2.7125,1.196,2.6572,1.9536,0,4.8177,0.7304,0.194,0.8397,3.7552,1.7116,0.0292,1.8298,0,0.9272,2.9208,1.1953,1.3424,1.441,5.9588,0.3771,3.594,3.0422,2.0098,1.2458,5.4616,2.5374,0.2109,0,0.3577,0.3861,0.3321,0,3.8487,0.0862,0.8,2.082,105.903,95.966,68.905,111.06,1.397,0.673,1.511,1.632,20,1,-1
2019-01-01 10:00:00+10:00,1.187,1.03264,1.289744,1.722637,3.7372,3.9432,3.509,2.5365,3.8353,3.8353,0.6378,0.8972,1.3789,1.5954,0.5955,0.6584,3.7984,1.7524,0.0312,0.9926,2.6876,0.7703,0.1409,0.6157,3.4781,0,3.962,0,3.9689,0,0.8267,2.1722,1.0909,0.2838,1.7662,2.5105,0,0.2992,0.3807,0.4393,1.5375,1.273,2.6178,0.8453,0.7535,0.3334,2.4176,0.1382,0.4184,0,0,0.0588,0.5187,3.8823,1.2374,2.495,0.7036,1.7189,1.1324,0,4.4291,3.8156,0,0.4717,0.9927,0.0092,0.6311,1.501,1.8251,1.1936,0.4225,1.8963,5.786,0,1.8855,0.4055,0.8291,0.0246,0.7578,4.5634,3.4891,0.512,4.0025,0.728,1.6322,0.6975,0.1765,1.8193,0,0.8341,3.1492,0.3444,3.8497,0,1.8051,0.9433,0.5441,4.0361,0.4144,3.0829,2.8515,2.1875,1.1186,0,0,1.6904,0,0.2111,0,2.5043,5.4003,2.2001,1.9943,3.7948,0.6714,0,1.7836,2.6305,0.4994,1.5856,0.0548,3.5535,2.7693,4.4007,4.4208,0.3481,1.2203,0,2.1794,0.7088,0.6009,0,0,0,0,0,0,114.366,180,71.017,122.463,1.461,0.318,0.705,0.723,21,1,0
2019-01-01 11:00:00+10:00,,,,,1.811662436,1.981660485,1.422594428,1.56401372,0.0382,0.0382,1.1209,0,0,3.0849,0,2.3116,2.9339,0.1918,0,0.6583,0.7756,0.7734,1.539,0.2753,0.0277,0.1227,5.2761,1.2594,0.5994,0.0171,3.7528,1.6668,1.431,3.699,0.5396,0.6294,0,2.2093,1.006,1.3797,4.0653,0.5078,3.8408,1.1509,0,0,0.4452,2.5076,1.7554,0,3.5402,1.0339,1.1332,4.397,0.0193,2.3133,0,0.8323,0.2538,1.0686,2.5927,0.0417,1.1241,5.3948,4.3603,1.9517,1.4261,1.7927,0.2523,3.0869,1.3861,0.5905,0.8305,5.2541,0.6155,0.2425,0.0903,1.2757,1.9599,1.0395,4.3389,2.6139,1.7764,2.1524,0,1.6691,1.6627,0,2.2549,1.8319,0.8686,0,1.8257,0.3636,0.6988,0.9428,1.791,0.6795,0.6426,0.9393,2.8538,4.8365,0.7284,0,3.0254,0,1.9211,3.4123,2.6131,5.966,0.458,0.7701,1.302,0.8277,0.6419,3.6597,4.3712,0.3681,0.9984,4.0553,3.5996,0,0,2.1064,3.3167,3.8891,2.2943,0.3607,2.707,3.8253,2.5534,1.1701,0.8037,0.179,0.5029,0.597,0.1325,,,,,,,,,,,1
2019-01-01 12:00:00+10:00,,,,,1.799045563,1.965211391,1.475511789,1.582353354,3.4021,3.4021,2.074,2.2552,0.9875,3.8573,0,0.0592,0,0.2889,0,0.4727,0.8423,0,0.2607,0.6132,0.2107,0,4.1884,0.4581,1.7798,0.6299,1.397,0.1116,1.3914,0,0.7503,1.7245,3.4776,0.0912,0,0.7424,2.9064,1.903,0.6944,4.7686,0.8437,2.7671,5.769,1.9437,0,3.4437,1.6826,2.8235,0,1.7356,0.9791,2.1357,0.8782,1.354,1.8731,0.6329,0,1.3596,2.5197,0.009,0,3.8471,0,0.9035,5.4825,4.1142,2.6653,3.3146,2.7482,2.0896,0.613,2.514,2.8979,0.9592,0.7594,0.0235,0,1.2867,0.0958,0,1.6416,0.2312,4.1807,0,0.8776,0,0.3893,1.2099,0.8967,0.6443,0.8915,2.5965,0.2142,0.9005,2.103,0.3629,0.9519,0.276,0.2518,0.2957,0.2134,2.1565,3.8662,0.3269,5.9051,1.8041,0.8536,4.7711,0,0.8104,2.8607,0.6357,2.9295,2.2232,3.8402,0.9328,3.8836,2.3731,0,0.399,0.6598,0.5069,0.6554,0,1.9043,0,1.0879,0.3969,0.1652,0,2.9879,0.2451,0.4599,,,,,,,,,,,2
2019-01-01 13:00:00+10:00,,,,,1.795884967,1.986819744,1.431917071,1.57916081,0.5595,0.5595,1.7415,1.1017,0.6053,5.4725,0.2726,1.3223,4.4294,0.6765,0.1489,0.305,0.5651,0,0.553,0.5782,4.1765,4.623,1.5302,1.6441,2.3506,0.5467,3.2339,0.4872,0.0057,0.9768,0.2567,0.1553,0.4238,0.3551,0.9644,0.996,0.8686,1.1615,0.6531,0.2909,0.8292,0.7082,0.8693,3.7864,0.9708,0,5.6902,2.4832,1.8806,0.1694,0.1798,4.46,4.3758,0,2.1377,0.1638,1.0581,1.6435,1.2832,2.6353,0,3.081,0.9101,4.2014,3.5579,1.4759,0.9125,2.1316,2.2855,1.5897,0.8028,3.4398,5.7859,2.5847,0.9708,4.4152,5.0651,0.426,0.6852,0.2419,0.8012,0.6151,5.7079,3.3723,0.9481,1.5121,2.0095,2.5487,0,0.5039,0.9202,2.0712,3.8451,2.9289,1.4644,1.6308,2.9067,0.7842,1.4099,1.9203,0.1308,0.1442,0,0.1397,0.2742,1.2957,1.742,0.2234,2.1637,1.7292,0.6505,0.4878,0.4825,0.0055,0.4316,1.0147,2.5894,0,0.4046,2.958,0.6188,0.0643,4.7176,1.4891,1.8753,0.3096,0,0,0,1.2741,1.7097,1.8659,1.853,,,,,,,,,,,3
2019-01-01 14:00:00+10:00,,,,,1.785336256,2.006807566,1.436517954,1.59269762,0,0,0.107,1.9854,0,0.8257,3.9496,0,0.5274,5.3318,2.5302,0,0.7258,0,2.2345,0.3578,3.5307,4.5888,0,3.6473,5.5897,0.3091,0.1604,0,2.8842,0.8971,1.4392,4.039,1.5596,0,3.6632,0.5963,4.4315,0.819,1.937,1.629,3.3544,1.0798,2.8731,1.3131,4.3147,0.2296,0,0.3951,2.5098,1.3033,3.7255,0,2.7211,0,0.0046,2.3082,1.9337,0.3061,0.5336,0.8724,4.7214,1.9528,5.2322,1.4994,0.3143,0.0652,0.085,2.4454,0.9379,0.3771,1.1943,0.6186,3.5275,0.6669,0.5001,0.5028,0.8165,0.1992,0,3.261,2.5527,2.9732,0,1.495,1.7264,1.1648,0,0.1332,0.683,0,0.2547,0.6822,1.7358,1.1406,0.318,1.8293,1.8797,0.4562,0.4617,0.4844,0.5918,5.1043,1.523,0,0,0.1726,1.6488,0.2919,0.7322,0.1496,4.9621,1.2911,1.3295,1.2385,4.5629,0,1.0722,0.7665,0,3.6159,2.3638,2.185,4.6805,4.0503,0,1.933,1.8255,0.2383,0,4.2792,0,0.5035,0.5144,,,,,,,,,,,4
2019-01-01 15:00:00+10:00,,,,,1.777455449,2.038374424,1.481671095,1.529198408,1.3803,1.3803,1.2569,2.4833,4.0411,3.7767,1.16,0.0726,0.778,3.6796,2.0909,0.0614,4.6611,0,1.9167,1.1794,2.6932,0.9254,2.0464,2.4882,2.8528,0.0883,1.3129,3.9899,0,2.6359,4.1822,0,3.4916,1.7852,0,4.3336,1.9845,2.9144,0.921,0.7347,0.5018,0.6512,2.2813,0,0.145,0.5701,4.9559,0.9123,0.7232,0,1.2089,0.7869,2.7124,0.1806,2.191,0,2.3205,0.096,0.7201,0.3587,1.1218,0.5753,1.2936,1.4205,0.2903,0.7029,2.7346,2.3356,1.3538,0.3983,1.3496,1.3399,2.4117,0,0.1877,0.076,2.5802,0,0.2459,1.9815,0,0.0613,0.9646,0.004,1.4421,3.3155,0.6945,0.4817,2.8595,4.0506,2.3202,3.1443,0,0.7934,1.7146,3.4865,1.6112,0.2709,4.1584,0.4297,0.1664,0.8229,1.6179,0.4765,0.882,3.791,1.3597,2.266,0.0291,0.467,0.9212,0.9844,0.6801,5.0644,0.9971,0.0558,0.73,0.5142,0,5.7491,4.9303,0,2.8687,0,0.6193,0.9194,1.909,0.2204,0.1401,1.1351,4.3407,2.9161,0.6977,,,,,,,,,,,5
2019-01-01 16:00:00+10:00,,,,,1.799342513,1.994802117,1.3564713,1.528107405,2.7944,2.7944,0.7505,2.6595,2.4386,0,1.8963,0.806,0,0.5311,1.1787,0,0.6235,0,0.4109,0.5407,0.7749,1.1702,0.8982,4.8112,0,0,1.4632,1.3773,4.9714,4.7671,0,1.5045,2.4033,2.7803,1.5032,0.0584,0,1.1614,3.7176,1.5847,0.1813,1.9903,0.8266,0,3.3502,1.9591,0.6273,0.6928,0.4433,0,2.7933,1.6036,0.8892,0.7522,0.075,0,1.4597,3.9405,2.5348,2.7807,0,0.9594,4.8182,1.2611,0.5469,0.8227,1.0307,0.9138,1.0659,0.6516,0.7039,2.9847,0.6972,4.8779,3.2535,1.5929,0.6448,3.6668,0,0.8768,1.1747,1.0353,1.3672,1.5685,3.4067,2.8462,0.754,1.974,0.729,1.7486,3.0701,2.0815,0,0.2183,1.2329,0,0,0.7008,1.3154,2.2932,2.693,0,0,1.5653,1.9604,4.9416,2.7172,4.8373,1.0406,0.0987,1.7768,0.0769,0.8905,1.1498,0.0535,0.5193,5.6432,3.2075,0.9118,1.4811,5.3534,0,0.2734,0.1681,1.3184,1.0761,0.1639,0.5854,0,0.7121,2.2207,1.6004,1.3245,,,,,,,,,,,6
2019-01-01 17:00:00+10:00,,,,,1.763366103,1.953834176,1.408522487,1.542739987,0,0,1.3954,1.5534,1.7339,0,1.6528,2.0329,3.7689,0.102,0.7294,0,0.6451,0.9574,0,0.5263,0.6578,0,0.8711,0,1.8627,0.9749,2.6691,0.7041,2.0269,1.7804,0.6602,0.8064,0,2.8947,2.342,1.905,1.1855,1.7406,3.7357,2.5468,0.5775,0,0,0.9282,1.8423,3.1871,1.2891,0.0585,5.473,0,1.6732,0.1654,0.5966,2.9147,1.0489,1.8657,0,2.601,0.3959,3.6703,3.6499,3.752,1.8828,1.3435,2.0468,2.9587,0.9109,3.5804,0,0,0.9443,3.2132,0.6196,0.2116,0.9496,5.2414,4.1157,3.4903,2.6041,3.2893,0.0946,0,0.8444,1.4096,4.2846,0.0233,0,2.967,4.1662,1.077,0,1.9165,2.8722,2.5104,1.2868,1.1599,1.7138,2.6781,1.6427,1.6736,1.4781,0,0,0,2.31,0.4936,0.2078,5.6863,1.0558,5.8045,0.1568,0.3494,0.7209,3.7802,0,0.7534,2.3183,4.3311,0.4715,0.8844,2.9009,0,0,5.2387,5.116,0.4904,0,0.2312,0,0.8194,1.3213,0,0.054,,,,,,,,,,,7
2019-01-01 18:00:00+10:00,,,,,1.805206418,1.993246794,1.418100238,1.511853099,2.182,2.182,0,0.3626,1.4266,5.0036,4.0153,1.7932,3.4276,1.3693,1.2519,0,0,0.0266,0.1654,0.1686,3.1883,3.9723,2.0138,3.6969,1.419,0.015,0.2578,0.1615,0.2166,1.7962,1.3089,0.1858,0.7327,4.0519,1.6379,5.326,0,3.9745,0.6261,0.9919,5.0096,1.7828,0,0.8857,0,3.2145,1.1926,0.3641,1.106,0.8703,1.3499,0,0.5796,0.4456,1.1405,0,0,0.4293,0,0.7674,1.7083,1.1204,0.9189,1.1142,3.3384,0.3975,3.8631,0.8312,0.1701,0.8172,0.5871,3.1947,1.509,0.4946,0,4.5584,0.9681,0,2.895,0.8118,1.6991,5.6907,0.7745,3.747,0.5792,0.7612,0.3029,2.9604,3.4682,0.9436,1.467,2.7523,0,0,2.6203,3.3719,0.0767,0.9706,1.9062,0.5565,0.3443,0,0.7089,0.2076,0.6898,0,0.2244,1.3364,1.546,1.1548,0.719,0.3404,0.7756,1.787,1.325,3.4165,0.0166,0,2.078,4.0682,3.4918,1.1129,0.756,1.6285,0.7813,5.1257,0.1261,0.2422,0,0.1159,0.5529,1.0111,5.4369,,,,,,,,,,,8
2019-01-01 19:00:00+10:00,,,,,1.772087812,1.994626284,1.395570755,1.520570397,1.3255,1.3255,2.7671,2.4299,0,0.3125,1.2674,0,1.1181,0.7704,0,0,2.096,0.1629,0.3325,0.4773,1.131,1.5607,3.5593,1.4984,2.1754,1.5252,2.4138,1.7404,2.3129,0,1.2023,2.3512,0.4416,0.0357,1.1273,0.5762,0,2.8141,1.6055,0,0,1.0216,0.3725,3.693,0.4969,1.6152,0,0.7738,5.5776,0.6121,2.7677,4.561,0.8683,1.3677,2.5777,2.6614,2.6205,0.6581,3.9253,3.5298,0,0.6172,0.0821,0.2676,0,0,0,0,0.1942,2.8184,1.0152,2.7129,0.6937,0.4742,2.0253,0.2028,1.2265,0.0136,2.4765,0,0.3482,0,0,0.6834,2.6469,0,3.7136,0,0.9797,0.3986,0,0,1.5428,3.3075,2.2335,0.8935,1.1354,1.7874,1.1098,1.4499,2.2567,0,0,0,3.1671,0.4718,3.9098,3.7793,2.6924,0.2162,0.01,0.5901,2.8019,2.9826,0.7388,1.3672,3.5632,4.6736,0.8088,0.5983,0,0,1.0006,0.3693,0.4489,2.8694,0.6561,0.266,0.4306,0.2128,0.3331,3.1437,0.0676,,,,,,,,,,,9
2019-01-01 20:00:00+10:00,,,,,1.758706808,1.97355175,1.391000748,1.536314368,0.2534,0.2534,0.0697,3.2276,0.3961,0.6046,0,0.289,2.5547,0,0,0.9502,3.6384,0.6557,3.1826,2.4089,1.2924,0,1.1513,1.1991,0.4084,0.07,1.6207,1.0982,0,1.0667,1.4593,1.2926,3.7479,3.8747,0.8822,0.6435,0,0.2433,0,0.0412,1.3198,2.1869,0.2315,3.0522,0.9571,0.7925,5.0222,0,1.6717,0.5036,0.0295,2.9321,3.2102,0,0,0,2.9116,2.9394,1.8706,0.2232,0,0,0.9262,0.2151,1.4298,3.076,2.1336,1.1766,0.6488,2.9327,1.5711,2.0631,1.3635,1.1218,1.4126,1.3331,0.9784,0.3689,0,2.1873,2.1588,1.2114,3.7423,0.9804,3.2413,0.5345,2.425,4.0045,1.2357,2.7881,0.5526,0.1826,3.2275,0,1.0988,0.2282,2.5377,4.1795,3.5538,2.9145,5.5044,0.5262,4.9605,1.6174,3.0037,0,2.6208,4.6628,4.4272,1.7246,0.9584,0,1.0431,0,3.1737,3.0932,0.661,3.0157,0,3.4401,0,1.3657,0.9816,2.5649,1.2151,0.8412,1.5873,0,0.0563,0,1.4414,0.0719,0.0204,,,,,,,,,,,10
2019-01-01 21:00:00+10:00,,,,,1.877039552,1.971852779,1.42870152,1.52179265,0.2062,0.2062,3.1334,0,0.4476,3.0767,0,0,1.3335,0.0593,1.6298,0,4.528,0,0.3431,3.667,0.4194,3.2666,0.8507,1.7171,4.2346,0,3.0107,2.5573,3.1315,3.4965,3.4121,1.2516,2.9504,2.3828,1.6033,0,4.2765,5.9549,1.1002,0.8053,0.226,2.8483,0.4448,0.0923,2.2846,2.9346,1.7863,0,0.8501,0.2498,0.7607,3.9685,2.5932,0,1.385,1.0735,1.3619,0,1.594,0.3855,2.424,0.5037,0,0,0,2.2748,0.713,0.8439,0.3073,0,1.0518,0,0,0.637,0,0.8191,0,0.4902,0,0.0182,1.7882,1.6177,2.1345,3.2497,0.1493,1.3305,0.0634,2.8863,1.5746,2.3833,0.323,0,0,2.505,2.485,0,0.1004,0.9521,0,2.5692,0,4.326,1.1382,4.9731,1.8152,0.346,1.8442,1.5722,2.2479,0.0605,0.8923,0.4674,0,0,2.4317,0.48,0.307,1.5987,1.4004,0,0,1.3558,0.0094,3.849,2.7926,1.9851,0.7686,0.7959,0.5052,2.0102,0.9539,1.7331,0,,,,,,,,,,,11
2019-01-01 22:00:00+10:00,,,,,1.775855184,1.987890124,1.369533777,1.548630595,0.8392,0.8392,0,0.0155,0.2703,4.0459,1.5375,0.7942,2.5228,2.2915,0.7146,0.7259,1.3152,0.7021,0.4961,5.7157,0.7448,1.0358,0,1.4378,3.491,0,2.818,2.0704,2.3463,0.4696,0.415,0.5779,3.5381,1.5673,1.6395,0.2605,0,0,2.5673,1.5528,3.4063,0.4156,4.0439,0.2186,1.7961,2.3317,0,0,0.5245,0.8779,2.5777,0.7991,2.223,0.2138,1.7271,0.4613,3.1399,1.9016,3.6822,2.7194,0.8063,1.8343,1.1584,0.1213,3.8913,1.9847,1.9682,2.3864,0.2082,0.2596,4.7102,1.2961,4.0591,0.5146,0,0.7755,1.5294,2.0197,1.3437,0.9878,0.4081,3.1583,0.872,2.8609,1.8499,0.5573,0.4486,0,2.6013,0.6906,1.1308,1.1747,0,0.6272,2.3104,0.8036,4.813,5.389,0,1.2201,3.8332,1.9421,0.8435,1.6734,1.4552,0.7409,1.6135,0.7756,3.3026,0,2.6684,1.6805,1.0408,0.3382,0.932,4.127,0.2408,4.8438,2.3451,2.8309,1.4145,0.853,0.3249,0.0284,4.8716,5.4739,1.3743,2.748,0.5273,3.5927,2.0551,2.5822,0.3029,,,,,,,,,,,12
2019-01-01 23:00:00+10:00,,,,,1.813740134,1.948782921,1.440794587,1.472431183,0.6543,0.6543,1.5309,1.5545,0.6144,3.6031,0,0,1.9851,0,2.0805,0.2508,0.9107,0.1234,2.2126,0,1.7282,2.3866,0.0111,2.2239,0,1.0821,1.2483,2.3769,0.1758,0.1796,2.1505,2.0517,1.8783,2.6099,0.0975,3.5343,2.1057,3.1254,0,0.9095,2.0917,2.8029,0,0.9314,0.0076,0.964,0.2773,1.0147,1.7307,1.002,1.3944,2.1902,1.8465,0,0,0.0075,0.4399,0,0.1097,0,4.5447,2.3729,0.1879,0,1.6261,0.4622,0.4246,0.1613,0.19,1.1837,0.8615,1.4025,4.6549,4.8501,0.0547,0,3.5086,0,1.5165,0.6531,0.6711,0.2104,0.6569,0.7766,0.5361,0.8499,0.638,1.9795,0.1718,3.9427,1.186,2.4102,1.785,1.2116,0.0591,2.8603,3.5866,3.6482,4.663,2.9025,2.1765,2.0348,0.8182,3.1139,4.763,0.9166,1.4333,2.8541,4.1624,0.8237,0.0965,1.6948,1.7476,0,0.8778,1.08,0.7541,0.0524,1.2491,3.0621,0.7823,0.0414,5.4398,0,1.6745,1.8898,3.7746,3.7397,0.8439,3.5243,0,0.5699,3.1873,,,,,,,,,,,13
2019-01-02 00:00:00+10:00,,,,,1.818159461,1.999818325,1.489003181,1.568069339,1.7422,1.7422,2.0916,0.6836,1.3662,0.4387,1.7974,0.1119,0.3077,0.8121,5.2402,0.9262,0.0655,0.4833,1.9623,0.3249,1.7628,0.1119,0.6216,2.5859,3.5697,0,0,0.4667,3.7438,4.2082,0.591,2.2235,2.5698,0,0.439,1.9986,0.7701,0.4804,0.6911,3.1709,0.2688,1.816,0.9526,0.0889,0.1764,0.2992,2.2345,0.7265,2.3385,3.136,3.5479,2.8718,0,0.458,1.0502,0.9941,0.4962,0.6135,0.6369,0.3178,2.4865,1.2029,0.3183,0.8717,0.7068,0.6781,0.9273,0.1527,0.1109,0.4004,2.5671,1.1887,5.1074,0.539,1.9047,4.2105,1.5229,0.3491,1.1873,0.2117,0.7829,3.6144,1.6838,0.448,2.5784,0.7498,2.3903,0.7873,3.388,5.0811,0.1863,1.019,0.1987,0.4885,0.1523,5.6344,3.7877,3.6508,0.1095,0.1503,1.587,2.6042,0.5993,2.0357,0.8324,0.9112,0.2668,0,2.9673,0.9568,0,2.3603,1.316,0,5.6067,0.0742,5.1358,0,0.3562,0.8081,0.5519,4.7196,1.7953,2.4779,0,0.4979,1.2128,3.7221,0,0.3964,0.9707,4.4852,2.0883,,,,,,,,,,,14
2019-01-02 01:00:00+10:00,,,,,1.783525944,1.998910666,1.444278359,1.534065485,1.7371,1.7371,0.1327,2.9471,3.0453,3.0908,0,1.349,2.6937,0.7257,0,0,4.3714,0.347,0.2861,1.7135,0,3.3705,0.6613,1.3419,3.9452,1.6351,1.9951,1.5867,0,1.5741,3.37,1.0312,3.6342,0.0326,1.0452,1.2235,1.9266,2.8885,1.1527,1.9426,3.7571,4.8435,2.445,0,2.6064,1.8495,2.7095,0.3971,2.8705,0,0,2.393,0.9863,0.6703,0.4433,3.532,0.0841,4.3528,3.5807,0.1144,1.6099,1.3607,0.8627,2.2801,0,4.7333,1.7978,0.1105,0,0.9284,2.5407,0,0.069,3.3817,3.8921,3.7071,1.3097,1.373,3.0076,2.9687,1.6087,0.4195,1.7322,4.0192,0,1.3615,0.3809,2.3212,3.4004,1.8986,5.2038,0,0.4994,4.5838,0,0.2387,0.2045,0.4936,2.1851,1.3484,2.2931,2.5248,0,0.1335,0.8527,1.4901,1.821,1.8446,1.0369,2.3256,0,0.1726,0,0.0183,2.2411,0.3893,1.621,3.9496,3.7181,2.1076,0.3395,0.5817,0.3026,0.3411,1.7302,2.2311,1.9377,0,0,1.61,1.5219,1.0236,0,,,,,,,,,,,15
2019-01-02 02:00:00+10:00,,,,,1.768738508,1.973225236,1.411161184,1.523514271,2.0523,2.0523,0.7889,3.7042,2.3498,2.9672,3.323,0.4722,0.1156,0.1662,0.3113,0.4422,0.13,0,0.4004,0.6031,0.0446,0,2.5307,1.536,2.4581,0,1.5993,0.8485,1.5358,1.2804,2.6801,1.8514,0.7624,5.3855,0.8196,0.062,2.7185,3.7977,1.2595,0,3.1132,0.0456,0.1782,1.6612,1.7607,0.7736,0,0,1.4414,0.9419,4.7504,0.7403,0.0804,0.0241,0.0157,0.1262,0.2488,0,0.7916,2.2162,0.1662,0.7392,4.6246,0,0.4794,0.8259,0.5917,1.8327,0.6234,2.363,3.6457,1.3354,0,0,1.9558,0.2256,0,2.4624,0.4963,4.4778,1.1798,1.6722,0.2659,1.1464,2.3517,0.929,1.3179,2.4102,0,0.0758,4.5626,0.8174,2.2657,2.18,2.0977,2.8429,4.7512,0.1457,4.0395,0.8691,1.6468,5.59,2.0405,0.0969,3.338,0,0.1112,4.4186,0,0.4596,0.1803,0.0415,0.9013,0.3681,2.3416,0.8383,3.1648,0.981,1.9606,3.014,0.1075,0.6208,2.8749,0.6027,0.5028,0.0387,0,0.599,0.6956,0.7654,0,1.1472,0.084,,,,,,,,,,,16
